Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
115,65,45,6.5,600,20,19:19:19 NPK
120,65,45,6.5,600,20,19:19:19 NPK
100,70,50,7,700,25,19:19:19 NPK
105,70,50,7,700,25,19:19:19 NPK
110,70,50,7,700,25,19:19:19 NPK
115,70,50,7,700,25,19:19:19 NPK
120,70,50,7,700,25,19:19:19 NPK
100,75,55,7.5,800,15,19:19:19 NPK
105,75,55,7.5,800,15,19:19:19 NPK
110,75,55,7.5,800,15,19:19:19 NPK
115,75,55,7.5,800,15,19:19:19 NPK
120,75,55,7.5,800,15,19:19:19 NPK
100,80,60,6,900,20,19:19:19 NPK
105,80,60,6,900,20,19:19:19 NPK
110,80,60,6,900,20,19:19:19 NPK
115,80,60,6,900,20,19:19:19 NPK
120,80,60,6,900,20,19:19:19 NPK
100,60,45,6.5,1000,25,Urea
105,60,45,6.5,1000,25,Urea
110,60,45,6.5,1000,25,Urea
115,60,45,6.5,1000,25,Urea
120,60,45,6.5,1000,25,Urea
100,65,50,7,500,15,Urea
105,65,50,7,500,15,Urea
110,65,50,7,500,15,Urea
115,65,50,7,500,15,Urea
120,65,50,7,500,15,Urea
100,70,55,7.5,600,20,Urea
105,70,55,7.5,600,20,Urea
110,70,55,7.5,600,20,Urea
115,70,55,7.5,600,20,Urea
120,70,55,7.5,600,20,Urea
100,75,60,6,700,25,Urea
105,75,60,6,700,25,Urea
110,75,60,6,700,25,Urea
115,75,60,6,700,25,Urea
120,75,60,6,700,25,Urea
100,80,40,6.5,800,15,Urea
105,80,40,6.5,800,15,Urea
110,80,40,6.5,800,15,Urea
115,80,40,6.5,800,15,Urea
120,80,40,6.5,800,15,Urea
100,60,50,7,900,20,19:19:19 NPK
105,60,50,7,900,20,19:19:19 NPK
110,60,50,7,900,20,19:19:19 NPK
115,60,50,7,900,20,19:19:19 NPK
120,60,50,7,900,20,19:19:19 NPK
100,65,55,7.5,1000,25,19:19:19 NPK
105,65,55,7.5,1000,25,19:19:19 NPK
110,65,55,7.5,1000,25,19:19:19 NPK
115,65,55,7.5,1000,25,19:19:19 NPK
120,65,55,7.5,1000,25,19:19:19 NPK
100,70,60,6,500,15,19:19:19 NPK
105,70,60,6,500,15,19:19:19 NPK
110,70,60,6,500,15,19:19:19 NPK
115,70,60,6,500,15,19:19:19 NPK
120,70,60,6,500,15,19:19:19 NPK
100,75,40,6.5,600,20,19:19:19 NPK
105,75,40,6.5,600,20,19:19:19 NPK
110,75,40,6.5,600,20,19:19:19 NPK
115,75,40,6.5,600,20,19:19:19 NPK
120,75,40,6.5,600,20,19:19:19 NPK
100,80,45,7,700,25,19:19:19 NPK
105,80,45,7,700,25,19:19:19 NPK
110,80,45,7,700,25,19:19:19 NPK
115,80,45,7,700,25,19:19:19 NPK
120,80,45,7,700,25,19:19:19 NPK
100,60,55,7.5,800,15,Urea
105,60,55,7.5,800,15,Urea
110,60,55,7.5,800,15,Urea
115,60,55,7.5,800,15,Urea
120,60,55,7.5,800,15,Urea
100,65,60,6,900,20,Urea
105,65,60,6,900,20,Urea
110,65,60,6,900,20,Urea
115,65,60,6,900,20,Urea
120,65,60,6,900,20,Urea
100,70,40,6.5,1000,25,Urea
105,70,40,6.5,1000,25,Urea
110,70,40,6.5,1000,25,Urea
115,70,40,6.5,1000,25,Urea
120,70,40,6.5,1000,25,Urea
100,75,45,7,500,15,Urea
105,75,45,7,500,15,Urea
110,75,45,7,500,15,Urea
115,75,45,7,500,15,Urea
120,75,45,7,500,15,Urea
100,80,50,7.5,600,20,Urea
105,80,50,7.5,600,20,Urea
110,80,50,7.5,600,20,Urea
115,80,50,7.5,600,20,Urea
120,80,50,7.5,600,20,Urea
100,60,60,6,700,25,19:19:19 NPK
105,60,60,6,700,25,19:19:19 NPK
110,60,60,6,700,25,19:19:19 NPK
115,60,60,6,700,25,19:19:19 NPK
120,60,60,6,700,25,19:19:19 NPK
100,65,40,6.5,800,15,19:19:19 NPK
105,65,40,6.5,800,15,19:19:19 NPK
110,65,40,6.5,800,15,19:19:19 NPK
115,65,40,6.5,800,15,19:19:19 NPK
120,65,40,6.5,800,15,19:19:19 NPK
100,70,45,7,900,20,19:19:19 NPK
105,70,45,7,900,20,19:19:19 NPK
110,70,45,7,900,20,19:19:19 NPK
115,70,45,7,900,20,19:19:19 NPK
120,70,45,7,900,20,19:19:19 NPK
100,75,50,7.5,1000,25,19:19:19 NPK
105,75,50,7.5,1000,25,19:19:19 NPK
110,75,50,7.5,1000,25,19:19:19 NPK
115,75,50,7.5,1000,25,19:19:19 NPK
120,75,50,7.5,1000,25,19:19:19 NPK
100,80,55,6,500,15,19:19:19 NPK
105,80,55,6,500,15,19:19:19 NPK
110,80,55,6,500,15,19:19:19 NPK
115,80,55,6,500,15,19:19:19 NPK
120,80,55,6,500,15,19:19:19 NPK
100,40,40,6,500,15,Urea
105,40,40,6,500,15,Urea
110,40,40,6,500,15,Urea
115,40,40,6,500,15,Urea
120,40,40,6,500,15,Urea
100,45,45,6.5,600,20,Urea
105,45,45,6.5,600,20,Urea
110,45,45,6.5,600,20,Urea
115,45,45,6.5,600,20,Urea
120,45,45,6.5,600,20,Urea
100,50,50,7,700,25,Urea
105,50,50,7,700,25,Urea
110,50,50,7,700,25,Urea
115,50,50,7,700,25,Urea
120,50,50,7,700,25,Urea
100,55,55,7.5,800,15,Urea
105,55,55,7.5,800,15,Urea
110,55,55,7.5,800,15,Urea
115,55,55,7.5,800,15,Urea
120,55,55,7.5,800,15,Urea
100,60,60,6,900,20,Urea
105,60,60,6,900,20,Urea
110,60,60,6,900,20,Urea
115,60,60,6,900,20,Urea
120,60,60,6,900,20,Urea
100,40,45,6.5,1000,25,19:19:19 NPK
105,40,45,6.5,1000,25,19:19:19 NPK
110,40,45,6.5,1000,25,19:19:19 NPK
115,40,45,6.5,1000,25,19:19:19 NPK
120,40,45,6.5,1000,25,19:19:19 NPK
100,45,50,7,500,15,19:19:19 NPK
105,45,50,7,500,15,19:19:19 NPK
110,45,50,7,500,15,19:19:19 NPK
115,45,50,7,500,15,19:19:19 NPK
120,45,50,7,500,15,19:19:19 NPK
100,50,55,7.5,600,20,19:19:19 NPK
105,50,55,7.5,600,20,19:19:19 NPK
110,50,55,7.5,600,20,19:19:19 NPK
115,50,55,7.5,600,20,19:19:19 NPK
120,50,55,7.5,600,20,19:19:19 NPK
100,55,60,6,700,25,19:19:19 NPK
105,55,60,6,700,25,19:19:19 NPK
110,55,60,6,700,25,19:19:19 NPK
115,55,60,6,700,25,19:19:19 NPK
120,55,60,6,700,25,19:19:19 NPK
100,60,40,6.5,800,15,19:19:19 NPK
105,60,40,6.5,800,15,19:19:19 NPK
110,60,40,6.5,800,15,19:19:19 NPK
115,60,40,6.5,800,15,19:19:19 NPK
120,60,40,6.5,800,15,19:19:19 NPK
100,40,50,7,900,20,Urea
105,40,50,7,900,20,Urea
110,40,50,7,900,20,Urea
115,40,50,7,900,20,Urea
120,40,50,7,900,20,Urea
100,45,55,7.5,1000,25,Urea
105,45,55,7.5,1000,25,Urea
110,45,55,7.5,1000,25,Urea
115,45,55,7.5,1000,25,Urea
120,45,55,7.5,1000,25,Urea
100,50,60,6,500,15,Urea
105,50,60,6,500,15,Urea
110,50,60,6,500,15,Urea
115,50,60,6,500,15,Urea
120,50,60,6,500,15,Urea
100,55,40,6.5,600,20,Urea
105,55,40,6.5,600,20,Urea
110,55,40,6.5,600,20,Urea
115,55,40,6.5,600,20,Urea
120,55,40,6.5,600,20,Urea
100,60,45,7,700,25,Urea
105,60,45,7,700,25,Urea
110,60,45,7,700,25,Urea
115,60,45,7,700,25,Urea
120,60,45,7,700,25,Urea
100,40,55,7.5,800,15,19:19:19 NPK
105,40,55,7.5,800,15,19:19:19 NPK
110,40,55,7.5,800,15,19:19:19 NPK
115,40,55,7.5,800,15,19:19:19 NPK
120,40,55,7.5,800,15,19:19:19 NPK
100,45,60,6,900,20,19:19:19 NPK
105,45,60,6,900,20,19:19:19 NPK
110,45,60,6,900,20,19:19:19 NPK
115,45,60,6,900,20,19:19:19 NPK
120,45,60,6,900,20,19:19:19 NPK
100,50,40,6.5,1000,25,19:19:19 NPK
105,50,40,6.5,1000,25,19:19:19 NPK
110,50,40,6.5,1000,25,19:19:19 NPK
115,50,40,6.5,1000,25,19:19:19 NPK
120,50,40,6.5,1000,25,19:19:19 NPK
100,55,45,7,500,15,19:19:19 NPK
105,55,45,7,500,15,19:19:19 NPK
110,55,45,7,500,15,19:19:19 NPK
115,55,45,7,500,15,19:19:19 NPK
120,55,45,7,500,15,19:19:19 NPK
100,60,50,7.5,600,20,19:19:19 NPK
105,60,50,7.5,600,20,19:19:19 NPK
110,60,50,7.5,600,20,19:19:19 NPK
115,60,50,7.5,600,20,19:19:19 NPK
120,60,50,7.5,600,20,19:19:19 NPK
100,40,60,6,700,25,Urea
105,40,60,6,700,25,Urea
110,40,60,6,700,25,Urea
115,40,60,6,700,25,Urea
120,40,60,6,700,25,Urea
100,45,40,6.5,800,15,Urea
105,45,40,6.5,800,15,Urea
110,45,40,6.5,800,15,Urea
115,45,40,6.5,800,15,Urea
120,45,40,6.5,800,15,Urea
100,50,45,7,900,20,Urea
105,50,45,7,900,20,Urea
110,50,45,7,900,20,Urea
115,50,45,7,900,20,Urea
120,50,45,7,900,20,Urea
100,55,50,7.5,1000,25,Urea
105,55,50,7.5,1000,25,Urea
110,55,50,7.5,1000,25,Urea
115,55,50,7.5,1000,25,Urea
120,55,50,7.5,1000,25,Urea
100,60,55,6,500,15,Urea
105,60,55,6,500,15,Urea
110,60,55,6,500,15,Urea
115,60,55,6,500,15,Urea
120,60,55,6,500,15,Urea
60,40,40,6,500,15,19:19:19 NPK
65,40,40,6,500,15,19:19:19 NPK
70,40,40,6,500,15,19:19:19 NPK
75,40,40,6,500,15,19:19:19 NPK
80,40,40,6,500,15,19:19:19 NPK
85,40,40,6,500,15,19:19:19 NPK
90,40,40,6,500,15,19:19:19 NPK
95,40,40,6,500,15,19:19:19 NPK
100,40,40,6,500,15,19:19:19 NPK
60,45,45,6.5,600,20,19:19:19 NPK
65,45,45,6.5,600,20,19:19:19 NPK
70,45,45,6.5,600,20,19:19:19 NPK
75,45,45,6.5,600,20,19:19:19 NPK
80,45,45,6.5,600,20,19:19:19 NPK
85,45,45,6.5,600,20,19:19:19 NPK
90,45,45,6.5,600,20,19:19:19 NPK
95,45,45,6.5,600,20,19:19:19 NPK
100,45,45,6.5,600,20,19:19:19 NPK
60,55,55,7,700,25,19:19:19 NPK
65,55,55,7,700,25,19:19:19 NPK
70,55,55,7,700,25,19:19:19 NPK
75,55,55,7,700,25,19:19:19 NPK
80,55,55,7,700,25,19:19:19 NPK
85,55,55,7,700,25,19:19:19 NPK
90,55,55,7,700,25,19:19:19 NPK
95,55,55,7,700,25,Urea
100,55,55,7,700,25,Urea
60,60,60,7.5,800,15,Urea
65,60,60,7.5,800,15,Urea
70,60,60,7.5,800,15,Urea
75,60,60,7.5,800,15,Urea
80,60,60,7.5,800,15,Urea
85,60,60,7.5,800,15,Urea
90,60,60,7.5,800,15,Urea
95,60,60,7.5,800,15,Urea
100,60,60,7.5,800,15,Urea
60,40,45,6,900,20,Urea
65,40,45,6,900,20,Urea
70,40,45,6,900,20,Urea
75,40,45,6,900,20,Urea
80,40,45,6,900,20,Urea
85,40,45,6,900,20,Urea
90,40,45,6,900,20,Urea
95,40,45,6,900,20,Urea
100,40,45,6,900,20,Urea
60,45,50,6.5,1000,25,Urea
65,45,50,6.5,1000,25,Urea
70,45,50,6.5,1000,25,Urea
75,45,50,6.5,1000,25,Urea
80,45,50,6.5,1000,25,Urea
85,45,50,6.5,1000,25,19:19:19 NPK
90,45,50,6.5,1000,25,19:19:19 NPK
95,45,50,6.5,1000,25,19:19:19 NPK
100,45,50,6.5,1000,25,19:19:19 NPK
60,55,60,7,500,15,19:19:19 NPK
65,55,60,7,500,15,19:19:19 NPK
70,55,60,7,500,15,19:19:19 NPK
75,55,60,7,500,15,19:19:19 NPK
80,55,60,7,500,15,19:19:19 NPK
85,55,60,7,500,15,19:19:19 NPK
90,55,60,7,500,15,19:19:19 NPK
95,55,60,7,500,15,19:19:19 NPK
100,55,60,7,500,15,19:19:19 NPK
60,40,50,7.5,600,20,19:19:19 NPK
65,40,50,7.5,600,20,19:19:19 NPK
70,40,50,7.5,600,20,19:19:19 NPK
75,40,50,7.5,600,20,19:19:19 NPK
80,40,50,7.5,600,20,19:19:19 NPK
85,40,50,7.5,600,20,19:19:19 NPK
90,40,50,7.5,600,20,19:19:19 NPK
95,40,50,7.5,600,20,19:19:19 NPK
100,40,50,7.5,600,20,19:19:19 NPK
60,50,60,6,700,25,19:19:19 NPK
65,50,60,6,700,25,19:19:19 NPK
70,50,60,6,700,25,19:19:19 NPK
75,50,60,6,700,25,Urea
80,50,60,6,700,25,Urea
85,50,60,6,700,25,Urea
90,50,60,6,700,25,Urea
95,50,60,6,700,25,Urea
100,50,60,6,700,25,Urea
60,55,40,6.5,800,15,Urea
65,55,40,6.5,800,15,Urea
70,55,40,6.5,800,15,Urea
75,55,40,6.5,800,15,Urea
80,55,40,6.5,800,15,Urea
85,55,40,6.5,800,15,Urea
90,55,40,6.5,800,15,Urea
95,55,40,6.5,800,15,Urea
100,55,40,6.5,800,15,Urea
60,60,45,7,900,20,Urea
65,60,45,7,900,20,Urea
70,60,45,7,900,20,Urea
75,60,45,7,900,20,Urea
80,60,45,7,900,20,Urea
85,60,45,7,900,20,Urea
90,60,45,7,900,20,Urea
95,60,45,7,900,20,Urea
100,60,45,7,900,20,Urea
60,40,55,7.5,1000,25,Urea
65,40,55,7.5,1000,25,19:19:19 NPK
70,40,55,7.5,1000,25,19:19:19 NPK
75,40,55,7.5,1000,25,19:19:19 NPK
80,40,55,7.5,1000,25,19:19:19 NPK
85,40,55,7.5,1000,25,19:19:19 NPK
90,40,55,7.5,1000,25,19:19:19 NPK
95,40,55,7.5,1000,25,19:19:19 NPK
100,40,55,7.5,1000,25,19:19:19 NPK
60,45,60,6,500,15,19:19:19 NPK
65,45,60,6,500,15,19:19:19 NPK
70,45,60,6,500,15,19:19:19 NPK
75,45,60,6,500,15,19:19:19 NPK
80,45,60,6,500,15,19:19:19 NPK
85,45,60,6,500,15,19:19:19 NPK
90,45,60,6,500,15,19:19:19 NPK
95,45,60,6,500,15,19:19:19 NPK
100,45,60,6,500,15,19:19:19 NPK
60,50,40,6.5,600,20,19:19:19 NPK
65,50,40,6.5,600,20,19:19:19 NPK
70,50,40,6.5,600,20,19:19:19 NPK
75,50,40,6.5,600,20,19:19:19 NPK
80,50,40,6.5,600,20,19:19:19 NPK
85,50,40,6.5,600,20,19:19:19 NPK
90,50,40,6.5,600,20,19:19:19 NPK
95,50,40,6.5,600,20,19:19:19 NPK
100,50,40,6.5,600,20,Urea
60,55,45,7,700,25,Urea
65,55,45,7,700,25,Urea
70,55,45,7,700,25,Urea
75,55,45,7,700,25,Urea
80,55,45,7,700,25,Urea
85,55,45,7,700,25,Urea
90,55,45,7,700,25,Urea
95,55,45,7,700,25,Urea
100,55,45,7,700,25,Urea
60,60,50,7.5,800,15,Urea
65,60,50,7.5,800,15,Urea
70,60,50,7.5,800,15,Urea
75,60,50,7.5,800,15,Urea
80,60,50,7.5,800,15,Urea
85,60,50,7.5,800,15,Urea
90,60,50,7.5,800,15,Urea
95,60,50,7.5,800,15,Urea
100,60,50,7.5,800,15,Urea
60,40,60,6,900,20,Urea
65,40,60,6,900,20,Urea
70,40,60,6,900,20,Urea
75,40,60,6,900,20,Urea
80,40,60,6,900,20,Urea
85,40,60,6,900,20,Urea
90,40,60,6,900,20,19:19:19 NPK
95,40,60,6,900,20,19:19:19 NPK
100,40,60,6,900,20,19:19:19 NPK
60,45,40,6.5,1000,25,19:19:19 NPK
65,45,40,6.5,1000,25,19:19:19 NPK
70,45,40,6.5,1000,25,19:19:19 NPK
75,45,40,6.5,1000,25,19:19:19 NPK
80,45,40,6.5,1000,25,19:19:19 NPK
85,45,40,6.5,1000,25,19:19:19 NPK
90,45,40,6.5,1000,25,19:19:19 NPK
95,45,40,6.5,1000,25,19:19:19 NPK
100,45,40,6.5,1000,25,19:19:19 NPK
60,50,45,7,500,15,19:19:19 NPK
65,50,45,7,500,15,19:19:19 NPK
70,50,45,7,500,15,19:19:19 NPK
75,50,45,7,500,15,19:19:19 NPK
80,50,45,7,500,15,19:19:19 NPK
85,50,45,7,500,15,19:19:19 NPK
90,50,45,7,500,15,19:19:19 NPK
95,50,45,7,500,15,19:19:19 NPK
100,50,45,7,500,15,19:19:19 NPK
60,55,50,7.5,600,20,19:19:19 NPK
65,55,50,7.5,600,20,19:19:19 NPK
70,55,50,7.5,600,20,19:19:19 NPK
75,55,50,7.5,600,20,19:19:19 NPK
80,55,50,7.5,600,20,Urea
85,55,50,7.5,600,20,Urea
90,55,50,7.5,600,20,Urea
95,55,50,7.5,600,20,Urea
100,55,50,7.5,600,20,Urea
60,60,55,6,700,25,Urea
65,60,55,6,700,25,Urea
70,60,55,6,700,25,Urea
75,60,55,6,700,25,Urea
80,60,55,6,700,25,Urea
85,60,55,6,700,25,Urea
90,60,55,6,700,25,Urea
95,60,55,6,700,25,Urea
100,60,55,6,700,25,Urea
20,30,20,6,500,25,Chilated Micronutrient
25,30,20,6,500,25,Chilated Micronutrient
30,30,20,6,500,25,Chilated Micronutrient
20,35,25,6.5,600,30,Chilated Micronutrient
25,35,25,6.5,600,30,Chilated Micronutrient
30,35,25,6.5,600,30,Chilated Micronutrient
20,40,20,7,500,25,Chilated Micronutrient
25,40,20,7,500,25,Chilated Micronutrient
30,40,20,7,500,25,Chilated Micronutrient
20,30,25,7.5,600,30,SSP
25,30,25,7.5,600,30,SSP
30,30,25,7.5,600,30,SSP
20,35,20,6,500,25,SSP
25,35,20,6,500,25,SSP
30,35,20,6,500,25,SSP
20,40,25,6.5,600,30,SSP
25,40,25,6.5,600,30,SSP
30,40,25,6.5,600,30,SSP
50,25,30,6,500,25,Chilated Micronutrient
55,25,30,6,500,25,Chilated Micronutrient
60,25,30,6,500,25,Chilated Micronutrient
50,30,35,6.5,600,30,Chilated Micronutrient
55,30,35,6.5,600,30,Chilated Micronutrient
60,30,35,6.5,600,30,Chilated Micronutrient
50,25,40,7,500,25,Chilated Micronutrient
55,25,40,7,500,25,Chilated Micronutrient
60,25,40,7,500,25,Chilated Micronutrient
50,30,30,7.5,600,30,SSP
55,30,30,7.5,600,30,SSP
60,30,30,7.5,600,30,SSP
50,25,35,6,500,25,SSP
55,25,35,6,500,25,SSP
60,25,35,6,500,25,SSP
50,30,40,6.5,600,30,SSP
55,30,40,6.5,600,30,SSP
60,30,40,6.5,600,30,SSP
40,20,20,5.5,500,25,Chilated Micronutrient
45,20,20,5.5,500,25,Chilated Micronutrient
50,20,20,5.5,500,25,Chilated Micronutrient
40,30,30,6,600,30,Chilated Micronutrient
45,30,30,6,600,30,Chilated Micronutrient
50,30,30,6,600,30,Chilated Micronutrient
40,20,30,6.5,500,25,Chilated Micronutrient
45,20,30,6.5,500,25,Chilated Micronutrient
50,20,30,6.5,500,25,Chilated Micronutrient
40,30,20,7,600,30,SSP
45,30,20,7,600,30,SSP
50,30,20,7,600,30,SSP
120,60,40,6,500,20,Urea
125,60,40,6,500,20,Urea
130,60,40,6,500,20,Urea
135,60,40,6,500,20,Urea
140,60,40,6,500,20,Urea
145,60,40,6,500,20,Urea
150,60,40,6,500,20,Urea
120,65,45,6.5,600,25,Urea
125,65,45,6.5,600,25,Urea
130,65,45,6.5,600,25,Urea
135,65,45,6.5,600,25,Urea
140,65,45,6.5,600,25,Urea
145,65,45,6.5,600,25,Urea
150,65,45,6.5,600,25,Urea
120,70,50,7,700,30,Urea
125,70,50,7,700,30,Urea
130,70,50,7,700,30,Urea
135,70,50,7,700,30,Urea
140,70,50,7,700,30,Urea
145,70,50,7,700,30,Urea
150,70,50,7,700,30,Urea
120,75,55,7.5,500,20,Urea
125,75,55,7.5,500,20,Urea
130,75,55,7.5,500,20,Urea
135,75,55,7.5,500,20,Urea
140,75,55,7.5,500,20,Urea
145,75,55,7.5,500,20,Urea
150,75,55,7.5,500,20,Urea
120,80,60,6,600,25,Urea
125,80,60,6,600,25,Urea
130,80,60,6,600,25,Urea
135,80,60,6,600,25,Urea
140,80,60,6,600,25,Urea
145,80,60,6,600,25,Urea
150,80,60,6,600,25,Urea
120,60,45,6.5,700,30,SSP
125,60,45,6.5,700,30,SSP
130,60,45,6.5,700,30,SSP
135,60,45,6.5,700,30,SSP
140,60,45,6.5,700,30,SSP
145,60,45,6.5,700,30,SSP
150,60,45,6.5,700,30,SSP
120,65,50,7,500,20,SSP
125,65,50,7,500,20,SSP
130,65,50,7,500,20,SSP
135,65,50,7,500,20,SSP
140,65,50,7,500,20,SSP
145,65,50,7,500,20,SSP
150,65,50,7,500,20,SSP
120,70,55,7.5,600,25,SSP
125,70,55,7.5,600,25,SSP
130,70,55,7.5,600,25,SSP
135,70,55,7.5,600,25,SSP
140,70,55,7.5,600,25,SSP
145,70,55,7.5,600,25,SSP
150,70,55,7.5,600,25,SSP
120,75,60,6,700,30,SSP
125,75,60,6,700,30,SSP
130,75,60,6,700,30,SSP
135,75,60,6,700,30,SSP
140,75,60,6,700,30,SSP
145,75,60,6,700,30,SSP
150,75,60,6,700,30,SSP
120,80,40,6.5,500,20,SSP
125,80,40,6.5,500,20,SSP
130,80,40,6.5,500,20,SSP
135,80,40,6.5,500,20,SSP
140,80,40,6.5,500,20,SSP
145,80,40,6.5,500,20,SSP
150,80,40,6.5,500,20,SSP
120,60,50,7,600,25,MOP
125,60,50,7,600,25,MOP
130,60,50,7,600,25,MOP
135,60,50,7,600,25,MOP
140,60,50,7,600,25,MOP
145,60,50,7,600,25,MOP
150,60,50,7,600,25,MOP
120,65,55,7.5,700,30,MOP
125,65,55,7.5,700,30,MOP
130,65,55,7.5,700,30,MOP
135,65,55,7.5,700,30,MOP
140,65,55,7.5,700,30,MOP
145,65,55,7.5,700,30,MOP
150,65,55,7.5,700,30,MOP
120,70,60,6,500,20,MOP
125,70,60,6,500,20,MOP
130,70,60,6,500,20,MOP
135,70,60,6,500,20,MOP
140,70,60,6,500,20,MOP
145,70,60,6,500,20,MOP
150,70,60,6,500,20,MOP
120,75,40,6.5,600,25,MOP
125,75,40,6.5,600,25,MOP
130,75,40,6.5,600,25,MOP
135,75,40,6.5,600,25,MOP
140,75,40,6.5,600,25,MOP
145,75,40,6.5,600,25,MOP
150,75,40,6.5,600,25,MOP
120,80,45,7,700,30,MOP
125,80,45,7,700,30,MOP
130,80,45,7,700,30,MOP
135,80,45,7,700,30,MOP
140,80,45,7,700,30,MOP
145,80,45,7,700,30,MOP
150,80,45,7,700,30,MOP
120,60,55,7.5,500,20,Urea
125,60,55,7.5,500,20,Urea
130,60,55,7.5,500,20,Urea
135,60,55,7.5,500,20,Urea
140,60,55,7.5,500,20,Urea
145,60,55,7.5,500,20,Urea
150,60,55,7.5,500,20,Urea
120,65,60,6,600,25,Urea
125,65,60,6,600,25,Urea
130,65,60,6,600,25,Urea
135,65,60,6,600,25,Urea
140,65,60,6,600,25,Urea
145,65,60,6,600,25,Urea
150,65,60,6,600,25,Urea
120,70,40,6.5,700,30,Urea
125,70,40,6.5,700,30,Urea
130,70,40,6.5,700,30,Urea
135,70,40,6.5,700,30,Urea
140,70,40,6.5,700,30,Urea
145,70,40,6.5,700,30,Urea
150,70,40,6.5,700,30,Urea
120,75,45,7,500,20,Urea
125,75,45,7,500,20,Urea
130,75,45,7,500,20,Urea
135,75,45,7,500,20,Urea
140,75,45,7,500,20,Urea
145,75,45,7,500,20,Urea
150,75,45,7,500,20,Urea
120,80,50,7.5,600,25,Urea
125,80,50,7.5,600,25,Urea
130,80,50,7.5,600,25,Urea
135,80,50,7.5,600,25,Urea
140,80,50,7.5,600,25,Urea
145,80,50,7.5,600,25,Urea
150,80,50,7.5,600,25,Urea
120,60,60,6,700,30,SSP
125,60,60,6,700,30,SSP
130,60,60,6,700,30,SSP
135,60,60,6,700,30,SSP
140,60,60,6,700,30,SSP
145,60,60,6,700,30,SSP
150,60,60,6,700,30,SSP
120,65,40,6.5,500,20,SSP
125,65,40,6.5,500,20,SSP
130,65,40,6.5,500,20,SSP
135,65,40,6.5,500,20,SSP
140,65,40,6.5,500,20,SSP
145,65,40,6.5,500,20,SSP
150,65,40,6.5,500,20,SSP
120,70,45,7,600,25,SSP
125,70,45,7,600,25,SSP
130,70,45,7,600,25,SSP
135,70,45,7,600,25,SSP
140,70,45,7,600,25,SSP
145,70,45,7,600,25,SSP
150,70,45,7,600,25,SSP
120,75,50,7.5,700,30,SSP
125,75,50,7.5,700,30,SSP
130,75,50,7.5,700,30,SSP
135,75,50,7.5,700,30,SSP
140,75,50,7.5,700,30,SSP
145,75,50,7.5,700,30,SSP
150,75,50,7.5,700,30,SSP
120,80,55,6,500,20,SSP
125,80,55,6,500,20,SSP
130,80,55,6,500,20,SSP
135,80,55,6,500,20,SSP
140,80,55,6,500,20,SSP
145,80,55,6,500,20,SSP
150,80,55,6,500,20,SSP
40,20,20,5.5,300,20,Urea
45,20,20,5.5,300,20,Urea
50,20,20,5.5,300,20,Urea
40,25,25,6,400,25,Urea
45,25,25,6,400,25,Urea
50,25,25,6,400,25,Urea
40,30,30,6.5,300,30,Urea
45,30,30,6.5,300,30,Urea
50,30,30,6.5,300,30,Urea
40,20,25,5.5,400,20,MOP
45,20,25,5.5,400,20,MOP
50,20,25,5.5,400,20,MOP
40,25,30,6,300,25,MOP
45,25,30,6,300,25,MOP
50,25,30,6,300,25,MOP
40,30,20,6.5,400,30,MOP
45,30,20,6.5,400,30,MOP
50,30,20,6.5,400,30,MOP
40,20,30,5.5,300,20,SSP
45,20,30,5.5,300,20,SSP
50,20,30,5.5,300,20,SSP
40,25,20,6,400,25,SSP
45,25,20,6,400,25,SSP
50,25,20,6,400,25,SSP
40,30,25,6.5,300,30,SSP
45,30,25,6.5,300,30,SSP
50,30,25,6.5,300,30,SSP
20,30,20,6,800,20,Urea
25,30,20,6,800,20,Urea
30,30,20,6,800,20,Urea
20,35,25,6.5,900,25,Urea
25,35,25,6.5,900,25,Urea
30,35,25,6.5,900,25,Urea
20,40,30,7,1000,20,Urea
25,40,30,7,1000,20,Urea
30,40,30,7,1000,20,Urea
20,30,25,6,800,25,SSP
25,30,25,6,800,25,SSP
30,30,25,6,800,25,SSP
20,35,30,6.5,900,20,SSP
25,35,30,6.5,900,20,SSP
30,35,30,6.5,900,20,SSP
20,40,20,7,1000,25,SSP
25,40,20,7,1000,25,SSP
30,40,20,7,1000,25,SSP
20,30,30,6,800,20,DAP
25,30,30,6,800,20,DAP
30,30,30,6,800,20,DAP
20,35,20,6.5,900,25,DAP
25,35,20,6.5,900,25,DAP
30,35,20,6.5,900,25,DAP
20,40,25,7,1000,20,DAP
25,40,25,7,1000,20,DAP
30,40,25,7,1000,20,DAP
20,10,5,6,600,25,MOP
25,10,5,6,600,25,MOP
30,10,5,6,600,25,MOP
20,15,10,6.5,700,30,MOP
25,15,10,6.5,700,30,MOP
30,15,10,6.5,700,30,MOP
20,20,15,7,800,35,MOP
25,20,15,7,800,35,MOP
30,20,15,7,800,35,MOP
20,10,10,6,600,25,Urea
25,10,10,6,600,25,Urea
30,10,10,6,600,25,Urea
20,15,15,6.5,700,30,Urea
25,15,15,6.5,700,30,Urea
30,15,15,6.5,700,30,Urea
20,20,5,7,800,35,Urea
25,20,5,7,800,35,Urea
30,20,5,7,800,35,Urea
20,10,15,6,600,25,SSP
25,10,15,6,600,25,SSP
30,10,15,6,600,25,SSP
20,15,5,6.5,700,30,SSP
